"","date","hour","pressure","wind_direction","wind_speed","rel_humidity","precipitation","A_2","A_3","B_1","B_3","C_1","y"
"1","2016-07-23","06:00",1000.5,206,1.8,42,0,1,0,0,0,0,62.9300000000001
"2","2016-07-23","06:00",1000.5,206,1.8,42,0,0,1,0,0,0,82.0100000000002
"3","2016-07-23","06:00",1000.5,206,1.8,42,0,0,0,1,0,0,106.21
"4","2016-07-23","06:00",1000.5,206,1.8,42,0,0,0,0,1,0,137.34
"5","2016-07-23","06:00",1000.5,206,1.8,42,0,0,0,0,0,1,142.47
"6","2016-07-23","06:00",1000.5,206,1.8,42,0,0,0,0,0,0,NA
"7","2016-07-23","06:20",1000.5,206,1.8,42,0,1,0,0,0,0,44.46
"8","2016-07-23","06:20",1000.5,206,1.8,42,0,0,1,0,0,0,116.55
"9","2016-07-23","06:20",1000.5,206,1.8,42,0,0,0,1,0,0,NA
"10","2016-07-23","06:20",1000.5,206,1.8,42,0,0,0,0,1,0,63.2700000000001
"11","2016-07-23","06:20",1000.5,206,1.8,42,0,0,0,0,0,1,130.1244
"12","2016-07-23","06:20",1000.5,206,1.8,42,0,0,0,0,0,0,NA
"13","2016-07-23","06:40",1000.5,206,1.8,42,0,1,0,0,0,0,55.43
"14","2016-07-23","06:40",1000.5,206,1.8,42,0,0,1,0,0,0,104.11
"15","2016-07-23","06:40",1000.5,206,1.8,42,0,0,0,1,0,0,248.959999999999
"16","2016-07-23","06:40",1000.5,206,1.8,42,0,0,0,0,1,0,109.32
"17","2016-07-23","06:40",1000.5,206,1.8,42,0,0,0,0,0,1,147.85
"18","2016-07-23","06:40",1000.5,206,1.8,42,0,0,0,0,0,0,NA
"19","2016-07-23","07:00",1000.5,206,1.8,42,0,1,0,0,0,0,69.3000000000001
"20","2016-07-23","07:00",1000.5,206,1.8,42,0,0,1,0,0,0,94.4799999999998
"21","2016-07-23","07:00",1000.5,206,1.8,42,0,0,0,1,0,0,120.5971
"22","2016-07-23","07:00",1000.5,206,1.8,42,0,0,0,0,1,0,104.3222
"23","2016-07-23","07:00",1000.5,206,1.8,42,0,0,0,0,0,1,126.84
"24","2016-07-23","07:00",1000.5,206,1.8,42,0,0,0,0,0,0,192.93
"25","2016-07-23","07:20",1000.5,206,1.8,42,0,1,0,0,0,0,66.2700000000002
"26","2016-07-23","07:20",1000.5,206,1.8,42,0,0,1,0,0,0,81.8100000000002
"27","2016-07-23","07:20",1000.5,206,1.8,42,0,0,0,1,0,0,158.53
"28","2016-07-23","07:20",1000.5,206,1.8,42,0,0,0,0,1,0,142.48
"29","2016-07-23","07:20",1000.5,206,1.8,42,0,0,0,0,0,1,136.56
"30","2016-07-23","07:20",1000.5,206,1.8,42,0,0,0,0,0,0,NA
"31","2016-07-23","07:40",1000.5,206,1.8,42,0,1,0,0,0,0,69.2600000000002
"32","2016-07-23","07:40",1000.5,206,1.8,42,0,0,1,0,0,0,124.62
"33","2016-07-23","07:40",1000.5,206,1.8,42,0,0,0,1,0,0,117.99
"34","2016-07-23","07:40",1000.5,206,1.8,42,0,0,0,0,1,0,144.19
"35","2016-07-23","07:40",1000.5,206,1.8,42,0,0,0,0,0,1,198.28
"36","2016-07-23","07:40",1000.5,206,1.8,42,0,0,0,0,0,0,172.3457
"37","2016-07-23","08:00",1000.5,206,1.8,42,0,1,0,0,0,0,56.5100000000001
"38","2016-07-23","08:00",1000.5,206,1.8,42,0,0,1,0,0,0,160.89
"39","2016-07-23","08:00",1000.5,206,1.8,42,0,0,0,1,0,0,112.75
"40","2016-07-23","08:00",1000.5,206,1.8,42,0,0,0,0,1,0,67.8800000000001
"41","2016-07-23","08:00",1000.5,206,1.8,42,0,0,0,0,0,1,152.8
"42","2016-07-23","08:00",1000.5,206,1.8,42,0,0,0,0,0,0,165.0282
"43","2016-07-23","08:20",1000.5,206,1.8,42,0,1,0,0,0,0,75.5799999999999
